Day,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
1,0.0,0.0,0.0,0.0,3.466666666666667,0.0,0.0,0.0,2.5625,0.0,10.0,0.0,0.0,0.0,1.4,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2,0.0,0.0,5.0,0.0,4.855555555555556,0.0,0.0,0.0,5.0625,0.0,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3,0.0,0.0,0.0,0.0,0.4222222222222222,0.0,0.0,0.0,8.714285714285714,0.0,0.6125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4,17.5,0.0,0.0,0.0,2.2222222222222223,0.0,0.0,0.0,5.2875000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,
5,21.4,0.0,0.0,0.0,5.1000000000000005,0.0,0.0,0.0,9.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6,13.0,0.0,0.0,0.0,2.4222222222222225,0.0,0.0,0.0,10.471428571428572,0.0,0.0,0.0,0.0,0.0,0.07777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
7,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.614285714285715,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
8,14.0,0.0,0.0,0.0,1.1666666666666667,0.0,0.0,0.5555555555555556,35.8,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,20.762500000000003,0.0,1.5,0.0,3.5,0.0,28.0,0.0,0.0,0.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10,4.5,0.0,0.0,0.0,0.37777777777777777,0.0,0.0,1.1666666666666667,3.2375,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
