Day,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,36.0,,0.0,,,,,
2,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,3.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,4.257142857142857,,,,,
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,,0.0,0.0,,1.7142857142857142,,,,,
4,0.3,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.8142857142857143,,,,,
5,0.0,0.0,0.0,0.0,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.3833333333333333,,,,,
6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.5,,,,,
7,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65,0.0,0.8,0.0,1.6571428571428573,0.0,0.0,0.0,0.0,0.0,0.1,0.0,,0.0,0.0,,0.75,,,,,
8,0.3,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,1.3,0.0,1.6142857142857143,0.0,0.0,7.8,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,,,,
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.3,0.0,,0.0,0.0,,0.0,,,,,
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8833333333333333,0.0,0.0,0.0,0.0,0.0,,0.14285714285714285,0.0,,0.0,,,,,
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9285714285714286,0.0,2.933333333333333,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.8200000000000003,,,,,
12,0.0,0.0,0.0,0.0,0.0,0.0,4.25,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.6166666666666667,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,,,,
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,4.05,0.0,0.0,0.0,1.3833333333333335,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.13333333333333333,,,,,
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6333333333333333,0.0,0.0,0.0,0.0,0.0,,3.25,0.0,,0.16666666666666666,,,,,
